date,federalState,schoolVacation,population
2023-05-28,Sachsen,0,4086152
2023-05-28,Sachsen-Anhalt,0,2186643
2023-05-28,Schleswig-Holstein,0,2953270
2023-05-28,Thüringen,0,2126836
2023-06-04,Baden-Württemberg,4,11280257
2023-06-04,Bayern,4,13369393
2023-06-04,Berlin,1,3755251
2023-06-04,Brandenburg,0,2573135
2023-06-04,Bremen,1,684864
2023-06-04,Hamburg,0,1892122
2023-06-04,Hessen,0,6391360
2023-06-04,Mecklenburg-Vorpommern,2,1628378
2023-06-04,Niedersachsen,1,8140242
2023-06-04,Nordrhein-Westfalen,1,18139116
2023-06-04,Rheinland-Pfalz,4,4158150
2023-06-04,Saarland,4,992666
2023-06-04,Sachsen,0,4086152
2023-06-04,Sachsen-Anhalt,0,2186643
2023-06-04,Schleswig-Holstein,0,2953270
2023-06-04,Thüringen,0,2126836
2023-06-11,Baden-Württemberg,5,11280257
2023-06-11,Bayern,5,13369393
2023-06-11,Berlin,0,3755251
2023-06-11,Brandenburg,0,2573135
2023-06-11,Bremen,0,684864
2023-06-11,Hamburg,0,1892122
2023-06-11,Hessen,0,6391360
2023-06-11,Mecklenburg-Vorpommern,0,1628378
2023-06-11,Niedersachsen,0,8140242
2023-06-11,Nordrhein-Westfalen,0,18139116
2023-06-11,Rheinland-Pfalz,3,4158150
2023-06-11,Saarland,0,992666
2023-06-11,Sachsen,0,4086152
2023-06-11,Sachsen-Anhalt,0,2186643
2023-06-11,Schleswig-Holstein,0,2953270
2023-06-11,Thüringen,0,2126836
2023-06-18,Baden-Württemberg,0,11280257
2023-06-18,Bayern,0,13369393
2023-06-18,Berlin,0,3755251
2023-06-18,Brandenburg,0,2573135
2023-06-18,Bremen,0,684864
2023-06-18,Hamburg,0,1892122
2023-06-18,Hessen,0,6391360
2023-06-18,Mecklenburg-Vorpommern,0,1628378
2023-06-18,Niedersachsen,0,8140242
2023-06-18,Nordrhein-Westfalen,0,18139116
2023-06-18,Rheinland-Pfalz,0,4158150
2023-06-18,Saarland,0,992666
2023-06-18,Sachsen,0,4086152
2023-06-18,Sachsen-Anhalt,0,2186643
2023-06-18,Schleswig-Holstein,0,2953270
2023-06-18,Thüringen,0,2126836
2023-06-25,Baden-Württemberg,0,11280257
2023-06-25,Bayern,0,13369393
2023-06-25,Berlin,0,3755251
2023-06-25,Brandenburg,0,2573135
2023-06-25,Bremen,0,684864
2023-06-25,Hamburg,0,1892122
2023-06-25,Hessen,0,6391360
2023-06-25,Mecklenburg-Vorpommern,0,1628378
2023-06-25,Niedersachsen,0,8140242
2023-06-25,Nordrhein-Westfalen,2,18139116
2023-06-25,Rheinland-Pfalz,0,4158150
2023-06-25,Saarland,0,992666
2023-06-25,Sachsen,0,4086152
2023-06-25,Sachsen-Anhalt,0,2186643
2023-06-25,Schleswig-Holstein,0,2953270
2023-06-25,Thüringen,0,2126836
2023-07-02,Baden-Württemberg,0,11280257
2023-07-02,Bayern,0,13369393
2023-07-02,Berlin,4,3755251
2023-07-02,Brandenburg,4,2573135
2023-07-02,Bremen,0,684864
2023-07-02,Hamburg,4,1892122
2023-07-02,Hessen,0,6391360
2023-07-02,Mecklenburg-Vorpommern,5,1628378
2023-07-02,Niedersachsen,0,8140242
2023-07-02,Nordrhein-Westfalen,5,18139116
2023-07-02,Rheinland-Pfalz,0,4158150
2023-07-02,Saarland,0,992666
2023-07-02,Sachsen,0,4086152
2023-07-02,Sachsen-Anhalt,0,2186643
2023-07-02,Schleswig-Holstein,0,2953270
2023-07-02,Thüringen,0,2126836
2023-07-09,Baden-Württemberg,0,11280257
2023-07-09,Bayern,0,13369393
2023-07-09,Berlin,0,3755251
2023-07-09,Brandenburg,0,2573135
2023-07-09,Bremen,2,684864
2023-07-09,Hamburg,0,1892122
2023-07-09,Hessen,0,6391360
2023-07-09,Mecklenburg-Vorpommern,0,1628378
2023-07-09,Niedersachsen,2,8140242
2023-07-09,Nordrhein-Westfalen,5,18139116
2023-07-09,Rheinland-Pfalz,0,4158150
2023-07-09,Saarland,0,992666
2023-07-09,Sachsen,0,4086152
2023-07-09,Sachsen-Anhalt,2,2186643
2023-07-09,Schleswig-Holstein,0,2953270
2023-07-09,Thüringen,0,2126836
2023-07-16,Baden-Württemberg,0,11280257
2023-07-16,Bayern,0,13369393
2023-07-16,Berlin,2,3755251
2023-07-16,Brandenburg,2,2573135
2023-07-16,Bremen,5,684864
2023-07-16,Hamburg,2,1892122
2023-07-16,Hessen,0,6391360
2023-07-16,Mecklenburg-Vorpommern,0,1628378
2023-07-16,Niedersachsen,5,8140242
2023-07-16,Nordrhein-Westfalen,5,18139116
2023-07-16,Rheinland-Pfalz,0,4158150
2023-07-16,Saarland,0,992666
2023-07-16,Sachsen,5,4086152
2023-07-16,Sachsen-Anhalt,5,2186643
2023-07-16,Schleswig-Holstein,5,2953270
2023-07-16,Thüringen,5,2126836
2023-07-23,Baden-Württemberg,0,11280257
2023-07-23,Bayern,0,13369393
2023-07-23,Berlin,5,3755251
2023-07-23,Brandenburg,5,2573135
2023-07-23,Bremen,4,684864
2023-07-23,Hamburg,5,1892122
2023-07-23,Hessen,0,6391360
2023-07-23,Mecklenburg-Vorpommern,5,1628378
2023-07-23,Niedersachsen,4,8140242
2023-07-23,Nordrhein-Westfalen,5,18139116
2023-07-23,Rheinland-Pfalz,0,4158150
2023-07-23,Saarland,0,992666
2023-07-23,Sachsen,5,4086152
2023-07-23,Sachsen-Anhalt,5,2186643
2023-07-23,Schleswig-Holstein,5,2953270
2023-07-23,Thüringen,0,2126836
2023-07-30,Baden-Württemberg,2,11280257
2023-07-30,Bayern,0,13369393
2023-07-30,Berlin,5,3755251
2023-07-30,Brandenburg,5,2573135
2023-07-30,Bremen,5,684864
2023-07-30,Hamburg,5,1892122
2023-07-30,Hessen,5,6391360
2023-07-30,Mecklenburg-Vorpommern,5,1628378
2023-07-30,Niedersachsen,5,8140242
2023-07-30,Nordrhein-Westfalen,5,18139116
2023-07-30,Rheinland-Pfalz,5,4158150
2023-07-30,Saarland,5,992666
2023-07-30,Sachsen,5,4086152
2023-07-30,Sachsen-Anhalt,5,2186643
2023-07-30,Schleswig-Holstein,5,2953270
2023-07-30,Thüringen,5,2126836
2023-08-06,Baden-Württemberg,5,11280257
2023-08-06,Bayern,5,13369393
2023-08-06,Berlin,5,3755251
2023-08-06,Brandenburg,5,2573135
2023-08-06,Bremen,5,684864
2023-08-06,Hamburg,5,1892122
2023-08-06,Hessen,5,6391360
2023-08-06,Mecklenburg-Vorpommern,5,1628378
2023-08-06,Niedersachsen,5,8140242
2023-08-06,Nordrhein-Westfalen,5,18139116
2023-08-06,Rheinland-Pfalz,5,4158150
2023-08-06,Saarland,5,992666
2023-08-06,Sachsen,5,4086152
2023-08-06,Sachsen-Anhalt,5,2186643
2023-08-06,Schleswig-Holstein,5,2953270
2023-08-06,Thüringen,5,2126836
2023-08-13,Baden-Württemberg,5,11280257
2023-08-13,Bayern,5,13369393
2023-08-13,Berlin,5,3755251
2023-08-13,Brandenburg,5,2573135
2023-08-13,Bremen,5,684864
2023-08-13,Hamburg,3,1892122
2023-08-13,Hessen,5,6391360
2023-08-13,Mecklenburg-Vorpommern,5,1628378
2023-08-13,Niedersachsen,5,8140242
2023-08-13,Nordrhein-Westfalen,0,18139116
2023-08-13,Rheinland-Pfalz,5,4158150
2023-08-13,Saarland,5,992666
2023-08-13,Sachsen,5,4086152
2023-08-13,Sachsen-Anhalt,5,2186643
2023-08-13,Schleswig-Holstein,5,2953270
2023-08-13,Thüringen,5,2126836
2023-08-20,Baden-Württemberg,5,11280257
2023-08-20,Bayern,5,13369393
2023-08-20,Berlin,5,3755251
2023-08-20,Brandenburg,5,2573135
2023-08-20,Bremen,3,684864
2023-08-20,Hamburg,5,1892122
2023-08-20,Hessen,5,6391360
2023-08-20,Mecklenburg-Vorpommern,5,1628378
2023-08-20,Niedersachsen,3,8140242
2023-08-20,Nordrhein-Westfalen,0,18139116
2023-08-20,Rheinland-Pfalz,5,4158150
2023-08-20,Saarland,5,992666
2023-08-20,Sachsen,5,4086152
2023-08-20,Sachsen-Anhalt,3,2186643
2023-08-20,Schleswig-Holstein,5,2953270
2023-08-20,Thüringen,5,2126836
2023-08-27,Baden-Württemberg,5,11280257
2023-08-27,Bayern,5,13369393
2023-08-27,Berlin,5,3755251
2023-08-27,Brandenburg,5,2573135
2023-08-27,Bremen,0,684864
2023-08-27,Hamburg,3,1892122
2023-08-27,Hessen,5,6391360
2023-08-27,Mecklenburg-Vorpommern,5,1628378
2023-08-27,Niedersachsen,0,8140242
2023-08-27,Nordrhein-Westfalen,0,18139116
2023-08-27,Rheinland-Pfalz,5,4158150
2023-08-27,Saarland,5,992666
2023-08-27,Sachsen,0,4086152
2023-08-27,Sachsen-Anhalt,0,2186643
2023-08-27,Schleswig-Holstein,0,2953270
2023-08-27,Thüringen,0,2126836
2023-09-03,Baden-Württemberg,5,11280257
2023-09-03,Bayern,5,13369393
2023-09-03,Berlin,0,3755251
2023-09-03,Brandenburg,0,2573135
2023-09-03,Bremen,0,684864
2023-09-03,Hamburg,0,1892122
2023-09-03,Hessen,5,6391360
2023-09-03,Mecklenburg-Vorpommern,0,1628378
2023-09-03,Niedersachsen,0,8140242
2023-09-03,Nordrhein-Westfalen,0,18139116
2023-09-03,Rheinland-Pfalz,5,4158150
2023-09-03,Saarland,5,992666
2023-09-03,Sachsen,0,4086152
2023-09-03,Sachsen-Anhalt,0,2186643
2023-09-03,Schleswig-Holstein,0,2953270
2023-09-03,Thüringen,5,2126836
2023-09-10,Baden-Württemberg,5,11280257
2023-09-10,Bayern,5,13369393
2023-09-10,Berlin,0,3755251
2023-09-10,Brandenburg,0,2573135
2023-09-10,Bremen,0,684864
2023-09-10,Hamburg,0,1892122
2023-09-10,Hessen,0,6391360
2023-09-10,Mecklenburg-Vorpommern,0,1628378
2023-09-10,Niedersachsen,0,8140242
2023-09-10,Nordrhein-Westfalen,0,18139116
2023-09-10,Rheinland-Pfalz,0,4158150
2023-09-10,Saarland,0,992666
2023-09-10,Sachsen,0,4086152
2023-09-10,Sachsen-Anhalt,0,2186643
2023-09-10,Schleswig-Holstein,0,2953270
2023-09-10,Thüringen,0,2126836
2023-09-17,Baden-Württemberg,0,11280257
2023-09-17,Bayern,0,13369393
2023-09-17,Berlin,0,3755251
2023-09-17,Brandenburg,0,2573135
2023-09-17,Bremen,0,684864
2023-09-17,Hamburg,0,1892122
2023-09-17,Hessen,0,6391360
2023-09-17,Mecklenburg-Vorpommern,0,1628378
2023-09-17,Niedersachsen,0,8140242
2023-09-17,Nordrhein-Westfalen,0,18139116
2023-09-17,Rheinland-Pfalz,0,4158150
2023-09-17,Saarland,0,992666
2023-09-17,Sachsen,0,4086152
2023-09-17,Sachsen-Anhalt,0,2186643
2023-09-17,Schleswig-Holstein,0,2953270
2023-09-17,Thüringen,0,2126836
2023-09-24,Baden-Württemberg,0,11280257
2023-09-24,Bayern,0,13369393
2023-09-24,Berlin,0,3755251
2023-09-24,Brandenburg,0,2573135
2023-09-24,Bremen,0,684864
2023-09-24,Hamburg,0,1892122
2023-09-24,Hessen,0,6391360
2023-09-24,Mecklenburg-Vorpommern,0,1628378
2023-09-24,Niedersachsen,0,8140242
2023-09-24,Nordrhein-Westfalen,0,18139116
2023-09-24,Rheinland-Pfalz,0,4158150
2023-09-24,Saarland,0,992666
2023-09-24,Sachsen,0,4086152
2023-09-24,Sachsen-Anhalt,0,2186643
2023-09-24,Schleswig-Holstein,0,2953270
2023-09-24,Thüringen,0,2126836
2023-10-01,Baden-Württemberg,0,11280257
2023-10-01,Bayern,0,13369393
2023-10-01,Berlin,0,3755251
2023-10-01,Brandenburg,0,2573135
2023-10-01,Bremen,0,684864
2023-10-01,Hamburg,0,1892122
2023-10-01,Hessen,0,6391360
2023-10-01,Mecklenburg-Vorpommern,0,1628378
2023-10-01,Niedersachsen,0,8140242
2023-10-01,Nordrhein-Westfalen,0,18139116
2023-10-01,Rheinland-Pfalz,0,4158150
2023-10-01,Saarland,0,992666
2023-10-01,Sachsen,0,4086152
2023-10-01,Sachsen-Anhalt,0,2186643
2023-10-01,Schleswig-Holstein,0,2953270
2023-10-01,Thüringen,0,2126836
2023-10-08,Baden-Württemberg,0,11280257
2023-10-08,Bayern,0,13369393
2023-10-08,Berlin,1,3755251
2023-10-08,Brandenburg,0,2573135
2023-10-08,Bremen,1,684864
2023-10-08,Hamburg,1,1892122
2023-10-08,Hessen,0,6391360
2023-10-08,Mecklenburg-Vorpommern,0,1628378
2023-10-08,Niedersachsen,1,8140242
2023-10-08,Nordrhein-Westfalen,1,18139116
2023-10-08,Rheinland-Pfalz,0,4158150
2023-10-08,Saarland,0,992666
2023-10-08,Sachsen,5,4086152
2023-10-08,Sachsen-Anhalt,1,2186643
2023-10-08,Schleswig-Holstein,0,2953270
2023-10-08,Thüringen,5,2126836
2023-10-15,Baden-Württemberg,0,11280257
2023-10-15,Bayern,0,13369393
2023-10-15,Berlin,0,3755251
2023-10-15,Brandenburg,0,2573135
2023-10-15,Bremen,0,684864
2023-10-15,Hamburg,0,1892122
2023-10-15,Hessen,0,6391360
2023-10-15,Mecklenburg-Vorpommern,5,1628378
2023-10-15,Niedersachsen,0,8140242
2023-10-15,Nordrhein-Westfalen,5,18139116
2023-10-15,Rheinland-Pfalz,0,4158150
2023-10-15,Saarland,0,992666
2023-10-15,Sachsen,5,4086152
2023-10-15,Sachsen-Anhalt,0,2186643
2023-10-15,Schleswig-Holstein,0,2953270
2023-10-15,Thüringen,5,2126836
2023-10-22,Baden-Württemberg,0,11280257
2023-10-22,Bayern,0,13369393
2023-10-22,Berlin,0,3755251
2023-10-22,Brandenburg,0,2573135
2023-10-22,Bremen,5,684864
2023-10-22,Hamburg,5,1892122
2023-10-22,Hessen,0,6391360
2023-10-22,Mecklenburg-Vorpommern,0,1628378
2023-10-22,Niedersachsen,5,8140242
2023-10-22,Nordrhein-Westfalen,0,18139116
2023-10-22,Rheinland-Pfalz,5,4158150
2023-10-22,Saarland,0,992666
2023-10-22,Sachsen,0,4086152
2023-10-22,Sachsen-Anhalt,0,2186643
2023-10-22,Schleswig-Holstein,5,2953270
2023-10-22,Thüringen,0,2126836
2023-10-29,Baden-Württemberg,0,11280257
2023-10-29,Bayern,0,13369393
2023-10-29,Berlin,5,3755251
2023-10-29,Brandenburg,5,2573135
2023-10-29,Bremen,5,684864
2023-10-29,Hamburg,5,1892122
2023-10-29,Hessen,5,6391360
2023-10-29,Mecklenburg-Vorpommern,0,1628378
2023-10-29,Niedersachsen,5,8140242
2023-10-29,Nordrhein-Westfalen,0,18139116
2023-10-29,Rheinland-Pfalz,5,4158150
2023-10-29,Saarland,5,992666
2023-10-29,Sachsen,0,4086152
2023-10-29,Sachsen-Anhalt,5,2186643
2023-10-29,Schleswig-Holstein,5,2953270
2023-10-29,Thüringen,0,2126836
2023-11-05,Baden-Württemberg,5,11280257
2023-11-05,Bayern,5,13369393
2023-11-05,Berlin,5,3755251
2023-11-05,Brandenburg,5,2573135
2023-11-05,Bremen,1,684864
2023-11-05,Hamburg,0,1892122
2023-11-05,Hessen,0,6391360
2023-11-05,Mecklenburg-Vorpommern,2,1628378
2023-11-05,Niedersachsen,1,8140242
2023-11-05,Nordrhein-Westfalen,0,18139116
2023-11-05,Rheinland-Pfalz,0,4158150
2023-11-05,Saarland,5,992666
2023-11-05,Sachsen,1,4086152
2023-11-05,Sachsen-Anhalt,5,2186643
2023-11-05,Schleswig-Holstein,0,2953270
2023-11-05,Thüringen,0,2126836
2023-11-12,Baden-Württemberg,0,11280257
2023-11-12,Bayern,0,13369393
2023-11-12,Berlin,0,3755251
2023-11-12,Brandenburg,0,2573135
2023-11-12,Bremen,0,684864
2023-11-12,Hamburg,0,1892122
2023-11-12,Hessen,0,6391360
2023-11-12,Mecklenburg-Vorpommern,0,1628378
2023-11-12,Niedersachsen,0,8140242
2023-11-12,Nordrhein-Westfalen,0,18139116
2023-11-12,Rheinland-Pfalz,0,4158150
2023-11-12,Saarland,0,992666
2023-11-12,Sachsen,0,4086152
2023-11-12,Sachsen-Anhalt,0,2186643
2023-11-12,Schleswig-Holstein,0,2953270
2023-11-12,Thüringen,0,2126836
2023-11-19,Baden-Württemberg,0,11280257
2023-11-19,Bayern,0,13369393
2023-11-19,Berlin,0,3755251
2023-11-19,Brandenburg,0,2573135
2023-11-19,Bremen,0,684864
2023-11-19,Hamburg,0,1892122
2023-11-19,Hessen,0,6391360
2023-11-19,Mecklenburg-Vorpommern,0,1628378
2023-11-19,Niedersachsen,0,8140242
2023-11-19,Nordrhein-Westfalen,0,18139116
2023-11-19,Rheinland-Pfalz,0,4158150
2023-11-19,Saarland,0,992666
2023-11-19,Sachsen,0,4086152
2023-11-19,Sachsen-Anhalt,0,2186643
2023-11-19,Schleswig-Holstein,0,2953270
2023-11-19,Thüringen,0,2126836
2023-11-26,Baden-Württemberg,0,11280257
2023-11-26,Bayern,1,13369393
2023-11-26,Berlin,0,3755251
2023-11-26,Brandenburg,0,2573135
2023-11-26,Bremen,0,684864
2023-11-26,Hamburg,0,1892122
2023-11-26,Hessen,0,6391360
2023-11-26,Mecklenburg-Vorpommern,0,1628378
2023-11-26,Niedersachsen,0,8140242
2023-11-26,Nordrhein-Westfalen,0,18139116
2023-11-26,Rheinland-Pfalz,0,4158150
2023-11-26,Saarland,0,992666
2023-11-26,Sachsen,0,4086152
2023-11-26,Sachsen-Anhalt,0,2186643
2023-11-26,Schleswig-Holstein,0,2953270
2023-11-26,Thüringen,0,2126836
2023-12-03,Baden-Württemberg,0,11280257
2023-12-03,Bayern,0,13369393
2023-12-03,Berlin,0,3755251
2023-12-03,Brandenburg,0,2573135
2023-12-03,Bremen,0,684864
2023-12-03,Hamburg,0,1892122
2023-12-03,Hessen,0,6391360
2023-12-03,Mecklenburg-Vorpommern,0,1628378
2023-12-03,Niedersachsen,0,8140242
2023-12-03,Nordrhein-Westfalen,0,18139116
2023-12-03,Rheinland-Pfalz,0,4158150
2023-12-03,Saarland,0,992666
2023-12-03,Sachsen,0,4086152
2023-12-03,Sachsen-Anhalt,0,2186643
2023-12-03,Schleswig-Holstein,0,2953270
2023-12-03,Thüringen,0,2126836
2023-12-10,Baden-Württemberg,0,11280257
2023-12-10,Bayern,0,13369393
2023-12-10,Berlin,0,3755251
2023-12-10,Brandenburg,0,2573135
2023-12-10,Bremen,0,684864
2023-12-10,Hamburg,0,1892122
2023-12-10,Hessen,0,6391360
2023-12-10,Mecklenburg-Vorpommern,0,1628378
2023-12-10,Niedersachsen,0,8140242
2023-12-10,Nordrhein-Westfalen,0,18139116
2023-12-10,Rheinland-Pfalz,0,4158150
2023-12-10,Saarland,0,992666
2023-12-10,Sachsen,0,4086152
2023-12-10,Sachsen-Anhalt,0,2186643
2023-12-10,Schleswig-Holstein,0,2953270
2023-12-10,Thüringen,0,2126836
2023-12-17,Baden-Württemberg,0,11280257
2023-12-17,Bayern,0,13369393
2023-12-17,Berlin,0,3755251
2023-12-17,Brandenburg,0,2573135
2023-12-17,Bremen,0,684864
2023-12-17,Hamburg,0,1892122
2023-12-17,Hessen,0,6391360
2023-12-17,Mecklenburg-Vorpommern,0,1628378
2023-12-17,Niedersachsen,0,8140242
2023-12-17,Nordrhein-Westfalen,0,18139116
2023-12-17,Rheinland-Pfalz,0,4158150
2023-12-17,Saarland,0,992666
2023-12-17,Sachsen,0,4086152
2023-12-17,Sachsen-Anhalt,0,2186643
2023-12-17,Schleswig-Holstein,0,2953270
2023-12-17,Thüringen,0,2126836
2023-12-24,Baden-Württemberg,0,11280257
2023-12-24,Bayern,0,13369393
2023-12-24,Berlin,0,3755251
2023-12-24,Brandenburg,0,2573135
2023-12-24,Bremen,0,684864
2023-12-24,Hamburg,0,1892122
2023-12-24,Hessen,0,6391360
2023-12-24,Mecklenburg-Vorpommern,2,1628378
2023-12-24,Niedersachsen,0,8140242
2023-12-24,Nordrhein-Westfalen,2,18139116
2023-12-24,Rheinland-Pfalz,0,4158150
2023-12-24,Saarland,2,992666
2023-12-24,Sachsen,0,4086152
2023-12-24,Sachsen-Anhalt,2,2186643
2023-12-24,Schleswig-Holstein,0,2953270
2023-12-24,Thüringen,1,2126836
2023-12-31,Baden-Württemberg,5,11280257
2023-12-31,Bayern,5,13369393
2023-12-31,Berlin,5,3755251
2023-12-31,Brandenburg,5,2573135
2023-12-31,Bremen,5,684864
2023-12-31,Hamburg,5,1892122
2023-12-31,Hessen,5,6391360
2023-12-31,Mecklenburg-Vorpommern,5,1628378
2023-12-31,Niedersachsen,5,8140242
2023-12-31,Nordrhein-Westfalen,5,18139116
2023-12-31,Rheinland-Pfalz,5,4158150
2023-12-31,Saarland,5,992666
2023-12-31,Sachsen,5,4086152
2023-12-31,Sachsen-Anhalt,5,2186643
2023-12-31,Schleswig-Holstein,5,2953270
2023-12-31,Thüringen,5,2126836
2024-01-07,Baden-Württemberg,5,0
2024-01-07,Bayern,5,0
2024-01-07,Berlin,5,0
2024-01-07,Brandenburg,5,0
2024-01-07,Bremen,5,0
2024-01-07,Hamburg,5,0
2024-01-07,Hessen,5,0
2024-01-07,Mecklenburg-Vorpommern,3,0
2024-01-07,Niedersachsen,5,0
2024-01-07,Nordrhein-Westfalen,5,0
2024-01-07,Rheinland-Pfalz,5,0
2024-01-07,Saarland,2,0
2024-01-07,Sachsen,2,0
2024-01-07,Sachsen-Anhalt,3,0
2024-01-07,Schleswig-Holstein,5,0
2024-01-07,Thüringen,5,0
2024-01-14,Baden-Württemberg,0,0
2024-01-14,Bayern,0,0
2024-01-14,Berlin,0,0
2024-01-14,Brandenburg,0,0
2024-01-14,Bremen,0,0
2024-01-14,Hamburg,0,0
2024-01-14,Hessen,0,0
2024-01-14,Mecklenburg-Vorpommern,0,0
2024-01-14,Niedersachsen,0,0
2024-01-14,Nordrhein-Westfalen,0,0
2024-01-14,Rheinland-Pfalz,0,0
2024-01-14,Saarland,0,0
2024-01-14,Sachsen,0,0
2024-01-14,Sachsen-Anhalt,0,0
2024-01-14,Schleswig-Holstein,0,0
2024-01-14,Thüringen,0,0
2024-01-21,Baden-Württemberg,0,0
2024-01-21,Bayern,0,0
2024-01-21,Berlin,0,0
2024-01-21,Brandenburg,0,0
2024-01-21,Bremen,0,0
2024-01-21,Hamburg,0,0
2024-01-21,Hessen,0,0
2024-01-21,Mecklenburg-Vorpommern,0,0
2024-01-21,Niedersachsen,0,0
2024-01-21,Nordrhein-Westfalen,0,0
2024-01-21,Rheinland-Pfalz,0,0
2024-01-21,Saarland,0,0
2024-01-21,Sachsen,0,0
2024-01-21,Sachsen-Anhalt,0,0
2024-01-21,Schleswig-Holstein,0,0
2024-01-21,Thüringen,0,0
2024-01-28,Baden-Württemberg,0,0
2024-01-28,Bayern,0,0
2024-01-28,Berlin,0,0
2024-01-28,Brandenburg,0,0
2024-01-28,Bremen,0,0
2024-01-28,Hamburg,0,0
2024-01-28,Hessen,0,0
2024-01-28,Mecklenburg-Vorpommern,0,0
2024-01-28,Niedersachsen,0,0
2024-01-28,Nordrhein-Westfalen,0,0
2024-01-28,Rheinland-Pfalz,0,0
2024-01-28,Saarland,0,0
2024-01-28,Sachsen,0,0
2024-01-28,Sachsen-Anhalt,0,0
2024-01-28,Schleswig-Holstein,0,0
2024-01-28,Thüringen,0,0
2024-02-04,Baden-Württemberg,0,0
2024-02-04,Bayern,0,0
2024-02-04,Berlin,0,0
2024-02-04,Brandenburg,0,0
2024-02-04,Bremen,2,0
2024-02-04,Hamburg,1,0
2024-02-04,Hessen,0,0
2024-02-04,Mecklenburg-Vorpommern,0,0
2024-02-04,Niedersachsen,2,0
2024-02-04,Nordrhein-Westfalen,0,0
2024-02-04,Rheinland-Pfalz,0,0
2024-02-04,Saarland,0,0
2024-02-04,Sachsen,0,0
2024-02-04,Sachsen-Anhalt,0,0
2024-02-04,Schleswig-Holstein,0,0
2024-02-04,Thüringen,0,0
2024-02-11,Baden-Württemberg,0,0
2024-02-11,Bayern,0,0
2024-02-11,Berlin,5,0
2024-02-11,Brandenburg,5,0
2024-02-11,Bremen,0,0
2024-02-11,Hamburg,0,0
2024-02-11,Hessen,0,0
2024-02-11,Mecklenburg-Vorpommern,5,0
2024-02-11,Niedersachsen,0,0
2024-02-11,Nordrhein-Westfalen,0,0
2024-02-11,Rheinland-Pfalz,0,0
2024-02-11,Saarland,0,0
2024-02-11,Sachsen,0,0
2024-02-11,Sachsen-Anhalt,5,0
2024-02-11,Schleswig-Holstein,0,0
2024-02-11,Thüringen,0,0
2024-02-18,Baden-Württemberg,0,0
2024-02-18,Bayern,5,0
2024-02-18,Berlin,0,0
2024-02-18,Brandenburg,0,0
2024-02-18,Bremen,0,0
2024-02-18,Hamburg,0,0
2024-02-18,Hessen,0,0
2024-02-18,Mecklenburg-Vorpommern,5,0
2024-02-18,Niedersachsen,0,0
2024-02-18,Nordrhein-Westfalen,0,0
2024-02-18,Rheinland-Pfalz,0,0
2024-02-18,Saarland,5,0
2024-02-18,Sachsen,5,0
2024-02-18,Sachsen-Anhalt,0,0
2024-02-18,Schleswig-Holstein,0,0
2024-02-18,Thüringen,5,0
2024-02-25,Baden-Württemberg,0,0
2024-02-25,Bayern,0,0
2024-02-25,Berlin,0,0
2024-02-25,Brandenburg,0,0
2024-02-25,Bremen,0,0
2024-02-25,Hamburg,0,0
2024-02-25,Hessen,0,0
2024-02-25,Mecklenburg-Vorpommern,0,0
2024-02-25,Niedersachsen,0,0
2024-02-25,Nordrhein-Westfalen,0,0
2024-02-25,Rheinland-Pfalz,0,0
2024-02-25,Saarland,0,0
2024-02-25,Sachsen,5,0
2024-02-25,Sachsen-Anhalt,0,0
2024-02-25,Schleswig-Holstein,0,0
2024-02-25,Thüringen,0,0
2024-03-03,Baden-Württemberg,0,0
2024-03-03,Bayern,0,0
2024-03-03,Berlin,0,0
2024-03-03,Brandenburg,0,0
2024-03-03,Bremen,0,0
2024-03-03,Hamburg,0,0
2024-03-03,Hessen,0,0
2024-03-03,Mecklenburg-Vorpommern,0,0
2024-03-03,Niedersachsen,0,0
2024-03-03,Nordrhein-Westfalen,0,0
2024-03-03,Rheinland-Pfalz,0,0
2024-03-03,Saarland,0,0
2024-03-03,Sachsen,0,0
2024-03-03,Sachsen-Anhalt,0,0
2024-03-03,Schleswig-Holstein,0,0
2024-03-03,Thüringen,0,0
2024-03-10,Baden-Württemberg,0,0
2024-03-10,Bayern,0,0
2024-03-10,Berlin,0,0
2024-03-10,Brandenburg,0,0
2024-03-10,Bremen,0,0
2024-03-10,Hamburg,0,0
2024-03-10,Hessen,0,0
2024-03-10,Mecklenburg-Vorpommern,0,0
2024-03-10,Niedersachsen,0,0
2024-03-10,Nordrhein-Westfalen,0,0
2024-03-10,Rheinland-Pfalz,0,0
2024-03-10,Saarland,0,0
2024-03-10,Sachsen,0,0
2024-03-10,Sachsen-Anhalt,0,0
2024-03-10,Schleswig-Holstein,0,0
2024-03-10,Thüringen,0,0
2024-03-17,Baden-Württemberg,0,0
2024-03-17,Bayern,0,0
2024-03-17,Berlin,0,0
2024-03-17,Brandenburg,0,0
2024-03-17,Bremen,0,0
2024-03-17,Hamburg,0,0
2024-03-17,Hessen,0,0
2024-03-17,Mecklenburg-Vorpommern,0,0
2024-03-17,Niedersachsen,0,0
2024-03-17,Nordrhein-Westfalen,0,0
2024-03-17,Rheinland-Pfalz,0,0
2024-03-17,Saarland,0,0
2024-03-17,Sachsen,0,0
2024-03-17,Sachsen-Anhalt,0,0
2024-03-17,Schleswig-Holstein,0,0
2024-03-17,Thüringen,0,0
2024-03-24,Baden-Württemberg,0,0
2024-03-24,Bayern,0,0
2024-03-24,Berlin,0,0
2024-03-24,Brandenburg,0,0
